-17.162153	-29.519231	-11.171624
-17.162153	-29.167812	-10.833089
-16.461656	-29.519231	-10.833089
-16.461656	-29.519231	-10.833089
-15.060665	-30.573490	-10.494555
-15.761161	-28.113554	-11.171624
-14.710417	-29.167812	-9.817487
-15.936285	-28.992101	-8.971152
-15.410913	-28.816392	-9.478953
-15.410913	-28.816392	-9.478953
-14.535293	-28.289262	-8.294084
-13.309425	-29.167812	-10.156022
-13.659673	-29.167812	-8.801885
-13.834796	-27.586423	-8.632618
-13.834796	-27.586423	-8.632618
-13.309425	-27.059295	-7.447749
-13.484549	-27.586423	-7.278481
-12.608929	-28.464973	-6.432147
-13.484549	-28.640682	-6.939948
-12.083557	-28.640682	-5.585812
-12.083557	-28.640682	-5.585812
-11.733308	-28.289262	-5.924345
-11.207937	-28.464973	-6.432147
-11.733308	-28.289262	-4.231675
-11.207937	-28.464973	-4.400942
-9.982069	-27.586423	-3.893141
-9.982069	-27.586423	-3.893141
-9.982069	-26.180746	-3.554607
-10.332317	-27.937843	-3.893141
-11.032813	-27.586423	-2.200471
-10.507441	-26.707876	-1.354136
-10.507441	-26.707876	-1.354136
-9.631821	-26.532165	-2.539005
-10.332317	-26.180746	-2.539005
-10.157193	-26.356456	-2.708272
-11.908432	-26.356456	-1.692670
-8.581077	-25.126487	-1.861937
-8.581077	-25.126487	-1.861937
-9.456697	-26.005037	-0.338534
-8.581077	-26.532165	-1.523403
-8.581077	-23.720809	-1.184869
-9.631821	-25.477907	-2.200471
-9.631821	-25.477907	-2.200471
-6.654712	-26.005037	-2.031204
-6.829836	-24.072229	-0.846335
-8.230829	-24.072229	-0.846335
-8.230829	-23.720809	-0.507801
-9.281573	-23.369390	-2.200471
-9.281573	-23.369390	-2.200471
-8.405953	-24.247940	0.338534
-8.931324	-24.775068	-0.507801
-9.456697	-24.247940	-1.354136
-8.230829	-23.369390	-0.846335
-9.106449	-25.302198	-0.677068
-9.106449	-25.302198	-0.677068
-9.106449	-25.653617	0.338534
-9.106449	-23.896520	-1.692670
-9.631821	-23.369390	-1.184869
-8.756200	-22.842262	-2.031204
-8.756200	-22.842262	-2.031204
-8.756200	-23.545101	0.000000
-8.405953	-22.490842	-1.692670
-9.631821	-22.315134	-1.523403
-10.157193	-23.193681	-1.354136
-9.631821	-21.612295	-2.877539
-9.631821	-21.612295	-2.877539
-9.281573	-23.017971	-1.523403
-9.806944	-22.139423	-3.046806
-9.456697	-22.490842	-1.692670
-10.507441	-22.139423	-3.385340
-8.405953	-21.788003	-3.723874
-8.405953	-21.788003	-3.723874
-10.332317	-21.260875	-3.554607
-10.507441	-20.733745	-6.432147
-10.332317	-20.909456	-5.585812
-9.806944	-20.382326	-5.755078
-9.806944	-20.382326	-5.755078
-11.207937	-21.788003	-6.432147
-11.207937	-20.382326	-5.755078
-10.682565	-20.909456	-5.924345
-13.134301	-20.558036	-7.955550
-13.484549	-20.206617	-6.601414
-13.484549	-20.206617	-6.601414
